aggregation,adversary_fraction,macro_f1_mean,ci_lower,ci_upper,n,degradation_pct
fedavg,0.0,0.79,0.535875905271358,1.044124094728642,2,0.0
fedavg,0.1,1.0,1.0,1.0,3,0.0
fedavg,0.3,0.686453238055596,-0.3248068074310936,1.6977132835422855,3,13.107185056253675
krum,0.0,0.981666255286622,0.9780427383663577,0.9852897722068863,2,0.0
krum,0.1,0.9701780122179927,0.9207430156275888,1.0196130088083968,3,1.1702799201623773
krum,0.3,0.7574571575136253,0.40447361904541324,1.1104406959818374,3,22.839646016714024
median,0.0,0.9991025932099861,0.9971558450423259,1.0010493413776462,3,0.0
median,0.1,0.9992766036673382,0.9900849817589521,1.0084682255757242,2,0.0
median,0.3,0.9386627424730292,0.16365060635956352,1.7136748785864948,2,6.049413858768153
